物,もの,"thing, object",<ruby>彼女<rt>かのじょ</rt></ruby>の<ruby>家<rt>いえ</rt></ruby>には<ruby>物<rt>もの</rt></ruby>がたくさんあります。,There are a lot of things in her house.
これ,これ,"this, this one",これを<ruby>下<rt>くだ</rt></ruby>さい。,I'll have this please.
私,わたし,I,<ruby>私<rt>わたし</rt></ruby>が<ruby>行<rt>い</rt></ruby>きましょう。,Why don't I go.
どう,どう,"how, what",あなたはどう<ruby>思<rt>おも</rt></ruby>いますか。,What do you think?
出来る,できる,"can do, be good at",<ruby>彼女<rt>かのじょ</rt></ruby>はイタリア<ruby>語<rt>ご</rt></ruby>が<ruby>出来<rt>でき</rt></ruby>ます。,She knows Italian.
分かる,わかる,understand,<ruby>質問<rt>しつもん</rt></ruby>の<ruby>意味<rt>いみ</rt></ruby>は<ruby>分<rt>わ</rt></ruby>かりましたか。,Did you understand the meaning of the question?
一,いち,one,<ruby>一<rt>いち</rt></ruby>から<ruby>始<rt>はじ</rt></ruby>めましょう。,Let's start from the beginning.
時,とき,time,<ruby>時<rt>とき</rt></ruby>の<ruby>経<rt>た</rt></ruby>つのは<ruby>早<rt>はや</rt></ruby>い。,Time passes by quickly.
人,ひと,person,<ruby>彼<rt>かれ</rt></ruby>は<ruby>優<rt>やさ</rt></ruby>しい<ruby>人<rt>ひと</rt></ruby>です。,He's a nice guy.
やる,やる,do,<ruby>一緒<rt>いっしょ</rt></ruby>に<ruby>宿題<rt>しゅくだい</rt></ruby>をやろう。,Let's do our homework together.
やる,やる,give (to an inferior),<ruby>犬<rt>いぬ</rt></ruby>に<ruby>餌<rt>えさ</rt></ruby>をやった。,I fed the dog.
今,いま,now,<ruby>彼<rt>かれ</rt></ruby>は今、<ruby>勉強<rt>べんきょう</rt></ruby>しています。,He's studying now.
中,なか,"inside, middle",<ruby>財布<rt>さいふ</rt></ruby>は<ruby>引<rt>ひ</rt></ruby>き<ruby>出<rt>だ</rt></ruby>しの中にあります。,My purse is in the drawer.
自分,じぶん,"self, oneself",<ruby>宿題<rt>しゅくだい</rt></ruby>は<ruby>自分<rt>じぶん</rt></ruby>でやりなさい。,Do your homework by yourself.
もう,もう,"already, yet",<ruby>彼<rt>かれ</rt></ruby>はもう<ruby>帰<rt>かえ</rt></ruby>りました。,He's already gone home.
もう,もう,"another, again",<ruby>コーヒー<rt>こーひー</rt></ruby>を<ruby>一<rt>いち</rt></ruby><ruby>杯<rt>はい</rt></ruby>ください。,Please give me another cup of coffee.
気,き,"spirit, temperament",<ruby>彼<rt>かれ</rt></ruby>は<ruby>意外<rt>いがい</rt></ruby>に<ruby>気<rt>き</rt></ruby>が<ruby>小<rt>ちい</rt></ruby>さい。,He's unexpectedly timid.
手,て,hand,<ruby>分<rt>わ</rt></ruby>かった<ruby>人<rt>ひと</rt></ruby>は<ruby>手<rt>て</rt></ruby>を<ruby>上<rt>あ</rt></ruby>げてください。,Please raise your hand if you understand.
目,め,eye,<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>青<rt>あお</rt></ruby>い<ruby>目<rt>め</rt></ruby>をしています。,She has blue eyes.
ここ,ここ,here,<ruby>ここ<rt>ここ</rt></ruby>に<ruby>本<rt>ほん</rt></ruby>があります。,There's a book here.
聞く,きく,"hear, ask",<ruby>彼女<rt>かのじょ</rt></ruby>はラジオを<ruby>聞<rt>き</rt></ruby>いています。,She's listening to the radio.
効く,きく,be effective,この<ruby>薬<rt>くすり</rt></ruby>はあまりよく<ruby>効<rt>き</rt></ruby>かないよ。,This medicine doesn't work very well.
ため,ため,"sake, purpose",これは<ruby>医者<rt>いしゃ</rt></ruby>のためのサイトです。,This is a site for doctors.
ところ,ところ,place,<ruby>私<rt>わたし</rt></ruby>は<ruby>友達<rt>ともだち</rt></ruby>の<ruby>所<rt>ところ</rt></ruby>に<ruby>泊<rt>と</rt></ruby>まった。,I stayed at my friend's place for the night.
前,まえ,"front, before",その<ruby>店<rt>みせ</rt></ruby>の<ruby>前<rt>まえ</rt></ruby>で<ruby>会<rt>あ</rt></ruby>いましょう。,Let's meet in front of the shop.
顔,かお,face,<ruby>彼<rt>かれ</rt></ruby>は<ruby>タオル<rt>たおる</rt></ruby>で<ruby>顔<rt>かお</rt></ruby>を<ruby>拭<rt>ふ</rt></ruby>きました。,He wiped his face with a towel.
方,ほう,"direction, side",<ruby>彼<rt>かれ</rt></ruby>は<ruby>私<rt>わたし</rt></ruby>の<ruby>方<rt>ほう</rt></ruby>を見ました。,He looked at me.
訳,わけ,"reason, cause",そんな<ruby>訳<rt>わけ</rt></ruby>で、<ruby>私<rt>わたし</rt></ruby>は<ruby>仕事<rt>しごと</rt></ruby>を<ruby>辞<rt>や</rt></ruby>めました。,I quit my job for that reason.
くれる,くれる,be given,<ruby>友達<rt>ともだち</rt></ruby>が<ruby>誕生日<rt>たんじょうび</rt></ruby><ruby>プレゼント<rt>ぷれぜんと</rt></ruby>をくれた。,My friend gave me a birthday present.
出る,でる,"go out, leave",<ruby>今朝<rt>けさ</rt></ruby>は<ruby>早<rt>はや</rt></ruby>く<ruby>家<rt>いえ</rt></ruby>を<ruby>出<rt>で</rt></ruby>ました。,I left the house early this morning.
僕,ぼく,I (young male),<ruby>僕<rt>ぼく</rt></ruby>は<ruby>学生<rt>がくせい</rt></ruby>です。,I'm a student.
考える,かんがえる,"think, consider",よく<ruby>考<rt>かんが</rt></ruby>えてください。,Please think carefully.
知る,しる,know,<ruby>誰<rt>だれ</rt></ruby>もその<ruby>話<rt>はなし</rt></ruby>を知らない。,No one knows that story.
話,はなし,"talk, story",あなたの<ruby>話<rt>はなし</rt></ruby>は<ruby>面白<rt>おもしろ</rt></ruby>いね。,Your story's interesting.
しまう,しまう,to do accidentally or unintentionally,まさかヤトさんに<ruby>間違<rt>まちが</rt></ruby>い<ruby>電話<rt>でんわ</rt></ruby>してしまうなんて。,"Unfortunately, I accidentally called Yato instead."
持つ,もつ,"have, possess",<ruby>私<rt>わたし</rt></ruby>は<ruby>車<rt>くるま</rt></ruby>を<ruby>持<rt>も</rt></ruby>っています。,I have a car.
まま,まま,"as is, still (in the current state)",<ruby>電気<rt>でんき</rt></ruby>が<ruby>点<rt>つ</rt></ruby>いたままですよ。,The light is still on.
そこ,そこ,there,そこに<ruby>座<rt>すわ</rt></ruby>ってください。,Please sit there.
声,こえ,"voice, sound",<ruby>彼<rt>かれ</rt></ruby>は<ruby>大<rt>おお</rt></ruby>きな<ruby>声<rt>こえ</rt></ruby>で<ruby>話<rt>はな</rt></ruby>した。,He spoke loudly.
後,あと,after,<ruby>仕事<rt>しごと</rt></ruby>の<ruby>後<rt>あと</rt></ruby>、<ruby>映画<rt>えいが</rt></ruby>を見た。,I saw a movie after work.
二,に,two,その<ruby>人<rt>ひと</rt></ruby>には<ruby>二<rt>に</rt></ruby><ruby>回<rt>かい</rt></ruby><ruby>会<rt>あ</rt></ruby>った。,I met that person twice.
少し,すこし,"a bit, a little while",<ruby>少<rt>すこ</rt></ruby>し<ruby>疲<rt>つか</rt></ruby>れました。,I'm a little tired.
彼女,かのじょ,"she, one's girlfriend",<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>OL<rt>おーえる</rt></ruby>です。,She's an office worker.
言葉,ことば,"word, language",この<ruby>言葉<rt>ことば</rt></ruby>の<ruby>意味<rt>いみ</rt></ruby>が<ruby>分<rt>わ</rt></ruby>かりません。,I don't understand the meaning of this word.
入る,はいる,enter,<ruby>寒<rt>さむ</rt></ruby>いので<ruby>中<rt>なか</rt></ruby>に入ってください。,It's cold so please come inside.
本当,ほんとう,"truth, reality",その<ruby>話<rt>はなし</rt></ruby>は<ruby>本当<rt>ほんとう</rt></ruby>ですか。,Is the story true?
まあ,まあ,well,まあこれでいいだろう。,"Well, this will do I suppose."
いつ,いつ,when,<ruby>彼女<rt>かのじょ</rt></ruby>はいつ<ruby>来<rt>き</rt></ruby>ますか。,When is she coming?
ちょっと,ちょっと,"just a moment, just a little, easily",<ruby>塩<rt>しお</rt></ruby>を<ruby>入<rt>い</rt></ruby>れて。,Put in a little more salt.
出す,だす,take out,<ruby>彼<rt>かれ</rt></ruby>は<ruby>鞄<rt>かばん</rt></ruby>から<ruby>教科書<rt>きょうかしょ</rt></ruby>を<ruby>出<rt>だ</rt></ruby>した。,He took the textbook out of his bag.
二人,ふたり,two persons,<ruby>今日<rt>きょう</rt></ruby>は<ruby>妻<rt>つま</rt></ruby>と<ruby>二人<rt>ふたり</rt></ruby>で<ruby>食事<rt>しょくじ</rt></ruby>をします。,"Today I'm having dinner with my wife, just the two of us."
使う,つかう,use,このパソコンを<ruby>使<rt>つか</rt></ruby>ってください。,Please use this computer.
取る,とる,"take, get",<ruby>テスト<rt>てすと</rt></ruby>で<ruby>点<rt>てん</rt></ruby>を<ruby>取<rt>と</rt></ruby>った。,I got a good grade on the test.
撮る,とる,"photograph, shoot, film",<ruby>写真<rt>しゃしん</rt></ruby>をたくさん<ruby>撮<rt>と</rt></ruby>りました。,I took a lot of photographs.
採る,とる,"gather, pick",この<ruby>山<rt>やま</rt></ruby>では<ruby>茸<rt>きのこ</rt></ruby>が<ruby>採<rt>と</rt></ruby>れますよ。,You can collect mushrooms on this mountain.
誰,だれ,"who, whom",<ruby>誰<rt>だれ</rt></ruby>と<ruby>会<rt>あ</rt></ruby>ってみたいですか。,Who would you like to meet one day?
置く,おく,"put, leave",<ruby>彼<rt>かれ</rt></ruby>は<ruby>鞄<rt>かばん</rt></ruby>を<ruby>椅子<rt>いす</rt></ruby>の<ruby>上<rt>うえ</rt></ruby>に<ruby>置<rt>お</rt></ruby>きました。,He put the bag on the chair.
あなた,あなた,you,この<ruby>本<rt>ほん</rt></ruby>、あなたにあげます。,I'll give you this book.
上げる,あげる,"raise, improve",<ruby>彼<rt>かれ</rt></ruby>は<ruby>荷物<rt>にもつ</rt></ruby>を<ruby>網棚<rt>あみだな</rt></ruby>に<ruby>上<rt>あ</rt></ruby>げた。,He put the luggage on the luggage rack.
あげる,あげる,give,この<ruby>本<rt>ほん</rt></ruby>、あなたにあげます。,I'll give you this book.
思わず,おもわず,"unintentionally, unconsciously",<ruby>嬉<rt>うれ</rt></ruby>しくて<ruby>思<rt>おも</rt></ruby>わず<ruby>涙<rt>なみだ</rt></ruby>が<ruby>出<rt>で</rt></ruby>ました。,I was so happy that I suddenly burst into tears.
三,さん,three,<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>三<rt>さん</rt></ruby><ruby>人<rt>にん</rt></ruby>の<ruby>子供<rt>こども</rt></ruby>の<ruby>母親<rt>ははおや</rt></ruby>だ。,She's the mother of three children.
未だ,まだ,"yet, more",<ruby>宿題<rt>しゅくだい</rt></ruby>は<ruby>未<rt>いま</rt></ruby>だ<ruby>終<rt>お</rt></ruby>わっていません。,I haven't finished my homework yet.
こう,こう,"like this, this kind of",<ruby>小<rt>ちい</rt></ruby>さい<ruby>字<rt>じ</rt></ruby>は<ruby>読<rt>よ</rt></ruby>めない。,I can't read such small letters.
お前,おまえ,"you (very informal, familiar, rough), darling",お前の<ruby>言<rt>い</rt></ruby>うことは<ruby>信<rt>しん</rt></ruby>じられない。,I can't believe what you say.
彼,かれ,"he, one's boyfriend",<ruby>彼<rt>かれ</rt></ruby>は<ruby>私<rt>わたし</rt></ruby>の<ruby>上司<rt>じょうし</rt></ruby>です。,He's my senior.
体,からだ,"body, health",<ruby>私<rt>わたし</rt></ruby>は<ruby>体<rt>からだ</rt></ruby>が<ruby>丈夫<rt>じょうぶ</rt></ruby>だ。,I'm physically strong.
時間,じかん,"time, hour",<ruby>今<rt>いま</rt></ruby>は<ruby>時間<rt>じかん</rt></ruby>がありません。,I don't have time now.
どこ,どこ,where,あの<ruby>本<rt>ほん</rt></ruby>をどこに<ruby>置<rt>お</rt></ruby>きましたか。,Where did you put that book?
掛ける,かける,"hang, put on",<ruby>夫<rt>おっと</rt></ruby>の<ruby>服<rt>ふく</rt></ruby>を<ruby>ハンガー<rt>はんがー</rt></ruby>に<ruby>掛<rt>か</rt></ruby>けた。,I put my husband's clothes on a hanger.
賭ける,かける,"bet, stake",<ruby>彼<rt>かれ</rt></ruby>は<ruby>新<rt>あたら</rt></ruby>しい<ruby>仕事<rt>しごと</rt></ruby>に<ruby>人生<rt>じんせい</rt></ruby>を<ruby>賭<rt>か</rt></ruby>けている。,He stakes his fortune on this new job.
作る,つくる,"make, create",<ruby>今<rt>いま</rt></ruby>、<ruby>朝<rt>あさ</rt></ruby><ruby>御飯<rt>ごはん</rt></ruby>を<ruby>作<rt>つく</rt></ruby>っています。,I'm making breakfast now.
見える,みえる,be visible,<ruby>ここ<rt>ここ</rt></ruby>から<ruby>富士山<rt>ふじさん</rt></ruby>がよく<ruby>見<rt>み</rt></ruby>えます。,You can see Mount Fuji well from here.
男,おとこ,"man, male",<ruby>男<rt>おとこ</rt></ruby>の<ruby>人<rt>ひと</rt></ruby>が<ruby>私達<rt>わたしたち</rt></ruby>に<ruby>話<rt>はな</rt></ruby>しかけた。,This guy began talking to us.
違う,ちがう,"differ, be wrong",<ruby>答<rt>こた</rt></ruby>えが<ruby>違<rt>ちが</rt></ruby>います。,That's the wrong answer.
もらう,もらう,receive,<ruby>彼女<rt>かのじょ</rt></ruby>から<ruby>プレゼント<rt>ぷれぜんと</rt></ruby>をもらいました。,I got a present from her.
これまで,これまで,"until now, until here",これまでの<ruby>私<rt>わたし</rt></ruby>とは<ruby>違<rt>ちが</rt></ruby>うんです。,I am not the same as before.
又,また,"again, also, or",<ruby>明日<rt>あした</rt></ruby>、また<ruby>来<rt>き</rt></ruby>ます。,I'll come again tomorrow.
今日,きょう,today,<ruby>今日<rt>きょう</rt></ruby>は<ruby>仕事<rt>しごと</rt></ruby>がありません。,I have no work today.
頭,あたま,head,<ruby>今朝<rt>けさ</rt></ruby>から<ruby>頭<rt>あたま</rt></ruby>が<ruby>痛<rt>いた</rt></ruby>い。,I've had a headache since this morning.
口,くち,mouth,<ruby>口<rt>くち</rt></ruby>を<ruby>大<rt>おお</rt></ruby>きく<ruby>開<rt>あ</rt></ruby>けてください。,"Open wide, please."
悪い,わるい,bad,<ruby>煙草<rt>たばこ</rt></ruby>は<ruby>体<rt>からだ</rt></ruby>に<ruby>悪<rt>わる</rt></ruby>い。,Cigarettes are bad for your health.
上,うえ,"up, above",<ruby>上<rt>うえ</rt></ruby>を<ruby>向<rt>む</rt></ruby>いて。,Look up.
知れる,しれる,"become known, be found out",<ruby>他人<rt>たにん</rt></ruby>に<ruby>知<rt>し</rt></ruby>れると<ruby>まず<rt>まず</rt></ruby>いことになるわね。,This would be terrible if others found out about it.
一人,ひとり,"one, one person",そこには<ruby>私<rt>わたし</rt></ruby><ruby>一<rt>ひと</rt></ruby>りしかいなかった。,I was the only one there.
やはり,やはり,"as expected, also, still",<ruby>彼<rt>かれ</rt></ruby>はやはり<ruby>遅刻<rt>ちこく</rt></ruby>しました。,"He was late, as expected."
何,なん,"what, which",<ruby>質問<rt>しつもん</rt></ruby>は<ruby>何<rt>なん</rt></ruby>ですか。,What's the question?
こちら,こちら,"here, this way",<ruby>受付<rt>うけつけ</rt></ruby>は<ruby>こちら<rt>こちら</rt></ruby>です。,The reception desk is this way.
直ぐ,すぐ,"at once, soon",<ruby>直<rt>すぐ</rt></ruby>ぐ<ruby>行<rt>い</rt></ruby>きます。,I'll go right away.
力,ちから,"strength, power",<ruby>お相撲<rt>おずもう</rt></ruby>さんは、みんな<ruby>力<rt>ちから</rt></ruby><ruby>持ち<rt>も</rt></ruby>ちだ。,All sumo wrestlers are strong.
気持ち,きもち,"feeling, sensation",<ruby>彼<rt>かれ</rt></ruby>の<ruby>気持<rt>きも</rt></ruby>ちが<ruby>分<rt>わ</rt></ruby>からない。,I don't understand his feelings.
いけない,いけない,"wrong, must not",<ruby>勉強<rt>べんきょう</rt></ruby>を<ruby>怠<rt>なま</rt></ruby>けてはいけないよ。,You shouldn't neglect your studies.
付く,つく,"attach itself to, be connected with, come in contact with",<ruby>靴<rt>くつ</rt></ruby>に<ruby>泥<rt>どろ</rt></ruby>が<ruby>付<rt>つ</rt></ruby>いています。,I have mud on my shoes.
つく,つく,"be on, switched on",<ruby>部屋<rt>へや</rt></ruby>の<ruby>電気<rt>でんき</rt></ruby>が<ruby>点<rt>つ</rt></ruby>いています。,The room light is on.
よく,よく,often,<ruby>彼女<rt>かのじょ</rt></ruby>はよく<ruby>旅行<rt>りょこう</rt></ruby>に<ruby>行<rt>い</rt></ruby>きます。,She often goes on holiday.
よく,よく,well,よく<ruby>答<rt>こた</rt></ruby>えが<ruby>分<rt>わ</rt></ruby>かりましたね。,You did well in coming up with the answer.
強い,つよい,strong,<ruby>今日<rt>きょう</rt></ruby>は<ruby>風<rt>かぜ</rt></ruby>が<ruby>強<rt>つよ</rt></ruby>い。,There's a strong wind today.
待つ,まつ,"wait, wait for",あなたが<ruby>来<rt>く</rt></ruby>るのを<ruby>待<rt>ま</rt></ruby>っています。,I am waiting for you to come.
人間,にんげん,"human being, people",<ruby>人間<rt>にんげん</rt></ruby>の<ruby>心<rt>こころ</rt></ruby>は<ruby>複雑<rt>ふくざつ</rt></ruby>です。,Man's mind is complex.
一緒,いっしょ,together,<ruby>一緒<rt>いっしょ</rt></ruby>に<ruby>食事<rt>しょくじ</rt></ruby>しようか。,Do you want to eat together?
戻る,もどる,"return, turn back",<ruby>今<rt>いま</rt></ruby>、<ruby>会社<rt>かいしゃ</rt></ruby>に<ruby>戻<rt>もど</rt></ruby>ります。,I'm going back to the office now.
同じ,おなじ,"same, identical",<ruby>彼<rt>かれ</rt></ruby>の<ruby>日本語<rt>にほんご</rt></ruby>の<ruby>レベル<rt>れべる</rt></ruby>は<ruby>私<rt>わたし</rt></ruby>と<ruby>同<rt>おな</rt></ruby>じ<ruby>位<rt>ぐらい</rt></ruby>だ。,His Japanese level is about the same as mine.
間,あいだ,interval,<ruby>雲<rt>くも</rt></ruby>の<ruby>間<rt>ま</rt></ruby>から<ruby>月<rt>つき</rt></ruby>が<ruby>出<rt>で</rt></ruby>た。,The moon came out from between the clouds.
皆,みな,"all, everybody",<ruby>私<rt>わたし</rt></ruby>の<ruby>昇進<rt>しょうしん</rt></ruby>を<ruby>皆<rt>みん</rt></ruby>なが<ruby>喜<rt>よろこ</rt></ruby>んでくれたの。,Everyone was pleased with my promotion.
凄い,すごい,"wonderful, great, incredible",<ruby>凄<rt>すご</rt></ruby>い<ruby>雨<rt>あめ</rt></ruby>になった。,It began raining cats and dogs.
姿,すがた,"figure, appearance",<ruby>遠<rt>とお</rt></ruby>くに<ruby>彼女<rt>かのじょ</rt></ruby>の<ruby>姿<rt>すがた</rt></ruby>が<ruby>見<rt>み</rt></ruby>えた。,I saw her figure from a long way away.
部屋,へや,room,<ruby>私<rt>わたし</rt></ruby>の<ruby>部屋<rt>へや</rt></ruby>は<ruby>二<rt>に</rt></ruby><ruby>階<rt>かい</rt></ruby>にあります。,My room is on the second floor.
つける,つける,switch on,<ruby>電気<rt>でんき</rt></ruby>を<ruby>点<rt>つ</rt></ruby>けてください。,Please turn on the light.
付ける,つける,"attach, set, apply",おまけを<ruby>付<rt>つ</rt></ruby>けました。,I added a freebie.
相手,あいて,opponent,<ruby>試合<rt>しあい</rt></ruby>の<ruby>相手<rt>あいて</rt></ruby>は<ruby>誰<rt>だれ</rt></ruby>ですか。,Who are they playing against?
帰る,かえる,"return, go back",<ruby>家<rt>いえ</rt></ruby>に<ruby>帰<rt>かえ</rt></ruby>ろう。,Let's go home.
代える,かえる,"substitute, use in place of",<ruby>社長<rt>しゃちょう</rt></ruby>に<ruby>代<rt>かわ</rt></ruby>えて<ruby>部長<rt>ぶちょう</rt></ruby>を<ruby>出席<rt>しゅっせき</rt></ruby>させます。,I'll have the department manager attend in place of the president.
換える,かえる,"exchange, convert",<ruby>車<rt>くるま</rt></ruby>の<ruby>タイヤ<rt>たいや</rt></ruby>を<ruby>換<rt>か</rt></ruby>えた。,I changed the tires on the car.
返る,かえる,"be restored to, return to",<ruby>一<rt>いち</rt></ruby><ruby>度<rt>ど</rt></ruby><ruby>原点<rt>げんてん</rt></ruby>に<ruby>返<rt>かえ</rt></ruby>って<ruby>考<rt>かんが</rt></ruby>えましょう。,Let's go back to the beginning and think again.
世界,せかい,world,<ruby>私<rt>わたし</rt></ruby>は<ruby>世界<rt>せかい</rt></ruby><ruby>旅行<rt>りょこう</rt></ruby>をしたい。,I want to travel around the world.
食べる,たべる,eat,<ruby>昨日<rt>きのう</rt></ruby><ruby>タイカレー<rt>たいカレー</rt></ruby>を<ruby>食<rt>た</rt></ruby>べました。,I had Thai curry yesterday.
早い,はやい,early,まだ<ruby>学校<rt>がっこう</rt></ruby>へ<ruby>行<rt>い</rt></ruby>くには<ruby>早<rt>はや</rt></ruby>い<ruby>時間<rt>じかん</rt></ruby>です。,It's still too early to go to school.
速い,はやい,fast,<ruby>彼<rt>かれ</rt></ruby>は<ruby>走<rt>はし</rt></ruby>るのが<ruby>速<rt>はや</rt></ruby>い。,He runs fast.
問題,もんだい,"problem, question",<ruby>問題<rt>もんだい</rt></ruby>が<ruby>一<rt>いち</rt></ruby><ruby>つ<rt>つ</rt></ruby>あります。,There's one problem.
必要,ひつよう,"need, necessity",<ruby>私<rt>わたし</rt></ruby>にはたくさんの<ruby>お金<rt>おかね</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>だ。,I need a lot of money.
代わる,かわる,"substitute, be substituted for",<ruby>上司<rt>じょうし</rt></ruby>に<ruby>代<rt>かわ</rt></ruby>って<ruby>会議<rt>かいぎ</rt></ruby>に<ruby>出<rt>で</rt></ruby>た。,I attended the conference in place of my boss.
変わる,かわる,change,<ruby>信号<rt>しんごう</rt></ruby>が<ruby>青<rt>あお</rt></ruby>に<ruby>変<rt>か</rt></ruby>わりました。,The traffic light turned green.
子,こ,"child, kid",その<ruby>子<rt>こ</rt></ruby>は<ruby>日本語<rt>にほんご</rt></ruby>が<ruby>分<rt>わ</rt></ruby>からない。,That kid doesn't understand Japanese.
入れる,いれる,put in,<ruby>彼<rt>かれ</rt></ruby>は<ruby>鞄<rt>かばん</rt></ruby>に<ruby>手帳<rt>てちょう</rt></ruby>を<ruby>入<rt>い</rt></ruby>れた。,He put the appointment book in his bag.
大きい,おおきい,big,あの<ruby>大<rt>おお</rt></ruby>きい<ruby>建物<rt>たてもの</rt></ruby>は何ですか。,What's that big building?
もし,もし,"if, in case of",もし<ruby>雨<rt>あめ</rt></ruby>が<ruby>降<rt>ふ</rt></ruby>ったら、<ruby>行<rt>い</rt></ruby>きません。,I won't go if it rains.
者,もの,"person, fellow",<ruby>私<rt>わたし</rt></ruby>は<ruby>先程<rt>さきほど</rt></ruby><ruby>電話<rt>でんわ</rt></ruby>した<ruby>者<rt>もの</rt></ruby>です。,I'm the person who called a while earlier.
場所,ばしょ,"place, space",<ruby>会社<rt>かいしゃ</rt></ruby>の<ruby>場所<rt>ばしょ</rt></ruby>を<ruby>教<rt>おし</rt></ruby>えてください。,Please tell me where the office is.
確か,たしか,"for sure, for certain",<ruby>彼<rt>かれ</rt></ruby>の<ruby>昇進<rt>しょうしん</rt></ruby>は<ruby>確<rt>たし</rt></ruby>かだ。,He's sure to get a promotion.
意味,いみ,"meaning, significance",それはどういう<ruby>意味<rt>いみ</rt></ruby>ですか。,What does that mean?
出来るだけ,できるだけ,as much as possible,<ruby>出来<rt>でき</rt></ruby>るだけ<ruby>早<rt>はや</rt></ruby>く<ruby>来<rt>き</rt></ruby>てください。,Please come as soon as possible.
過ぎる,すぎる,"pass by, exceed",<ruby>時<rt>とき</rt></ruby>が<ruby>過<rt>す</rt></ruby>ぎるのは<ruby>速<rt>はや</rt></ruby>い。,Time passes quickly.
他,た,"others, other things",<ruby>留学生<rt>りゅうがくせい</rt></ruby>は<ruby>アジア<rt>アジア</rt></ruby><ruby>人<rt>じん</rt></ruby>が多く、その<ruby>他<rt>ほか</rt></ruby>は<ruby>三<rt>さん</rt></ruby><ruby>割<rt>わり</rt></ruby>です。,"The majority of foreign students are Asian, with 30 percent from other regions."
あれ,あれ,that over there,あれは<ruby>何<rt>なん</rt></ruby>ですか。,What's that?
通り,とおり,"passage, street",この<ruby>通<rt>とお</rt>り</ruby>はにぎやかですね。,"This street is lively, isn't it?"
先,さき,"ahead, first",<ruby>お先<rt>おさき</rt></ruby>にどうぞ。,Please go ahead.
大丈夫,だいじょうぶ,"alright, OK",<ruby>大丈夫<rt>だいじょうぶ</rt></ruby>ですか。,Are you OK?
駄目,だめ,no good,<ruby>彼<rt>かれ</rt></ruby>は<ruby>駄目<rt>だめ</rt></ruby>な<ruby>男<rt>おとこ</rt></ruby>だ。,He's a loser.
呼ぶ,よぶ,"call, name",ウェイターを<ruby>呼<rt>よ</rt>び</ruby>ましょう。,Let's call the waiter.
