リノベーション,リノベーション,Renovation,リノベーション<ruby>済<rt>ず</rt></ruby>みの<ruby>物件<rt>ぶっけん</rt></ruby>を<ruby>見<rt>み</rt></ruby>に<ruby>行<rt>い</rt></ruby>きました。,I went to see a renovated property.
オートロック,オートロック,Auto-lock (security system),オートロック<ruby>付<rt>つ</rt></ruby>きのマンションに<ruby>住<rt>す</rt></ruby>んでいます。,I live in an apartment building with an auto-lock system.
バルコニー,バルコニー,Balcony,バルコニーからの<ruby>眺<rt>なが</rt></ruby>めが<ruby>素晴<rt>すば</rt></ruby>らしいです。,The view from the balcony is wonderful.
エアコン,エアコン,Air conditioner,<ruby>夏<rt>なつ</rt></ruby>はエアコンが<ruby>欠<rt>か</rt></ruby>かせません。,The air conditioner is essential in summer.
フローリング,フローリング,Wooden flooring,リビングルームはフローリングです。,The living room has wooden flooring.
ガスコンロ,ガスコンロ,Gas stove,キッチンには<ruby>新<rt>あたら</rt></ruby>しいガスコンロがあります。,There is a new gas stove in the kitchen.
IHクッキングヒーター,IHクッキングヒーター,Induction heating stove,このマンションはIHクッキングヒーターを<ruby>使用<rt>しよう</rt></ruby>しています。,This apartment uses an IH stove.
ウォークインクローゼット,ウォークインクローゼット,Walk-in closet,<ruby>主寝室<rt>しゅしんしつ</rt></ruby>にはウォークインクローゼットがあります。,The master bedroom has a walk-in closet.
洗面所,せんめんじょ,Washroom,<ruby>洗面所<rt>せんめんじょ</rt></ruby>はバスルームの<ruby>隣<rt>となり</rt></ruby>にあります。,The washroom is next to the bathroom.
浴室,よくしつ,Bathroom,この<ruby>家<rt>いえ</rt></ruby>の<ruby>浴室<rt>よくしつ</rt></ruby>はとても<ruby>広<rt>ひろ</rt></ruby>いです。,The bathroom in this house is very spacious.
洗濯機置き場,せんたくきおきば,Space for a washing machine,<ruby>洗濯機<rt>せんたくき</rt></ruby><ruby>置<rt>お</rt></ruby>き<ruby>場<rt>ば</rt></ruby>はバルコニーにあります。,The washing machine space is on the balcony.
給湯,きゅうとう,Hot water supply,<ruby>給湯<rt>きゅうとう</rt></ruby>システムが<ruby>故障<rt>こしょう</rt></ruby>しています。,The hot water supply system is broken.
インターネット接続,インターネットせつぞく,Internet connection,このマンションは<ruby>高速<rt>こうそく</rt></ruby>インターネット<ruby>接続<rt>せつぞく</rt></ruby>が<ruby>可能<rt>かのう</rt></ruby>です。,This apartment building offers high-speed internet connection.
家具付き,かぐつき,Furnished,このアパートは<ruby>家具<rt>かぐ</rt></ruby><ruby>付<rt>つ</rt></ruby>きで<ruby>貸<rt>か</rt></ruby>し<ruby>出<rt>だ</rt></ruby>されています。,This apartment is rented furnished.
角部屋,かどべや,Corner room,<ruby>角部屋<rt>かくべや</rt></ruby>は<ruby>日当<rt>ひあたり</rt></ruby>たりが<ruby>良<rt>よ</rt></ruby>いです。,The corner room has good sun exposure.
最上階,さいじょうかい,Top floor,私の<ruby>部屋<rt>へや</rt></ruby>は<ruby>最上階<rt>さいじょうかい</rt></ruby>にあります。,My room is on the top floor.
閑静な住宅街,かんせいなじゅうたくがい,Quiet residential area,この<ruby>家<rt>いえ</rt></ruby>は<ruby>閑静<rt>かんせい</rt></ruby>な<ruby>住宅街<rt>じゅうたくがい</rt></ruby>にあります。,This house is located in a quiet residential area.
防音,ぼうおん,Soundproofing,<ruby>防音<rt>ぼうおん</rt></ruby>の<ruby>部屋<rt>へや</rt></ruby>で<ruby>音楽<rt>おんがく</rt></ruby>を<ruby>練習<rt>れんしゅう</rt></ruby>しています。,I practice music in a soundproof room.
収納,しゅうのう,Storage,<ruby>収納<rt>しゅうのう</rt></ruby>スペースがたくさんあります。,There is plenty of storage space.
契約書,けいやくしょ,Contract (document),<ruby>契約書<rt>けいやくしょ</rt></ruby>にサインしました。,I signed the contract.
解約,かいやく,Cancellation of contract,<ruby>解約<rt>かいやく</rt></ruby>には<ruby>事前<rt>じぜん</rt></ruby>の<ruby>通知<rt>つうち</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>です。,Advance notice is required for contract cancellation.
保証人,ほしょうにん,Guarantor,<ruby>契約<rt>けいやく</rt></ruby>には<ruby>保証人<rt>ほしょうにん</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>です。,A guarantor is required for the contract.
連帯保証人,れんたいほしょうにん,Joint guarantor,<ruby>連帯保証人<rt>れんたいほしょうにん</rt></ruby>として<ruby>署名<rt>しょめい</rt></ruby>しました。,I signed as a joint guarantor.
火災保険,かさいほけん,Fire insurance,<ruby>火災保険<rt>かさいほけん</rt></ruby>に<ruby>加入<rt>かにゅう</rt></ruby>しています。,I have fire insurance.
住み替え,すみかえ,Moving to a new residence,<ruby>来月<rt>らいげつ</rt></ruby>、<ruby>住<rt>す</rt></ruby>み<ruby>替<rt>か</rt></ruby>えを<ruby>予定<rt>よてい</rt></ruby>しています。,I plan to move to a new residence next month.
自主管理,じしゅかんり,Self-management (property managed by the owner),このアパートは<ruby>自主管理<rt>じしゅかんり</rt></ruby>です。,This apartment is managed directly by the owner.
共用部分,きょうようぶぶん,Common areas,<ruby>共用部分<rt>きょうようぶぶん</rt></ruby>の<ruby>掃除<rt>そうじ</rt></ruby>は<ruby>管理会社<rt>かんりがいしゃ</rt></ruby>が<ruby>行<rt>おこな</rt></ruby>います。,The management company cleans the common areas.
住宅,じゅうたく,Housing/residence,<ruby>郊外<rt>こうがい</rt></ruby>の<ruby>住宅<rt>じゅうたく</rt></ruby>は、<ruby>広々<rt>ひろびろ</rt></ruby>とした<ruby>庭<rt>にわ</rt></ruby><ruby>付き<rt>つき</rt></ruby>で<ruby>家族<rt>かぞく</rt></ruby><ruby>向<rt>む</rt></ruby>けに<ruby>最適<rt>さいてき</rt></ruby>です。,"Houses in the suburbs are ideal for families, offering spacious yards."
住民,じゅうみん,Resident,この<ruby>地域<rt>ちいき</rt></ruby>の<ruby>住民<rt>じゅうみん</rt></ruby>は<ruby>親切<rt>しんせつ</rt></ruby>です。,The residents of this area are kind.
取り壊し,とりこわし,Demolition,<ruby>古<rt>ふる</rt></ruby>い<ruby>建物<rt>たてもの</rt></ruby>の<ruby>取り壊<rt>とりこわ</rt></ruby>しが<ruby>始<rt>はじ</rt></ruby>まりました。,The demolition of the old building has started.
地所,じしょ,Land/estate,その<ruby>地所<rt>じしょ</rt></ruby>は<ruby>広大<rt>こうだい</rt></ruby>です。,That estate is vast.
地価,ちか,Land value,この<ruby>地域<rt>ちいき</rt></ruby>の<ruby>地価<rt>ちか</rt></ruby>は<ruby>上昇<rt>じょうしょう</rt></ruby>しています。,The land value in this area is rising.
地域,ちいき,Area/region,<ruby>地域<rt>ちいき</rt></ruby>の<ruby>イベント<rt>いべんと</rt></ruby>に<ruby>参加<rt>さんか</rt></ruby>しました。,I participated in a local event.
路線価,ろせんか,Standard land price,<ruby>路線価<rt>ろせんか</rt></ruby>を<ruby>調<rt>しら</rt></ruby>べてから<ruby>土地<rt>とち</rt></ruby>を<ruby>購入<rt>こうにゅう</rt></ruby>しました。,I checked the standard land price before buying the land.
日割り家賃,ひわりやちん,Pro-rated rent,<ruby>今月<rt>こんげつ</rt></ruby>は<ruby>日割<rt>ひわり</rt></ruby><ruby>家賃<rt>やちん</rt></ruby>が<ruby>適用<rt>てきよう</rt></ruby>されます。,Pro-rated rent will apply this month.
法定更新,ほうていこうしん,Statutory renewal,<ruby>契約<rt>けいやく</rt></ruby>の<ruby>法定更新<rt>ほうていこうしん</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>です。,A statutory renewal of the contract is required.
所有権,しょゆうけん,Ownership rights,この<ruby>土地<rt>とち</rt></ruby>の<ruby>所有権<rt>しょゆうけん</rt></ruby>を<ruby>取得<rt>しゅとく</rt></ruby>しました。,I acquired ownership rights to this land.
用途地域,ようとちいき,Zoning area,その<ruby>地域<rt>ちいき</rt></ruby>は<ruby>住宅用途地域<rt>じゅうたくようとちいき</rt></ruby>です。,That area is zoned for residential use.
土地,とち,Land,この<ruby>土地<rt>とち</rt></ruby>は、<ruby>自然環境<rt>しぜんかんきょう</rt></ruby>に<ruby>恵<rt>めぐ</rt></ruby>まれ、<ruby>住宅<rt>じゅうたく</rt></ruby><ruby>建設<rt>けんせつ</rt></ruby>に<ruby>最適<rt>さいてき</rt></ruby>な<ruby>場所<rt>ばしょ</rt></ruby>です。,"This land, blessed with a rich natural environment, is an ideal location for building a house."
建築基準法,けんちくきじゅんほう,Building standards law,この<ruby>建物<rt>たてもの</rt></ruby>は<ruby>建築基準法<rt>けんちくきじゅんほう</rt></ruby>に<ruby>従<rt>したが</rt></ruby>っています。,This building complies with the building standards law.
防災設備,ぼうさいせつび,Disaster prevention equipment,このビルには<ruby>最新<rt>さいしん</rt></ruby>の<ruby>防災設備<rt>ぼうさいせつび</rt></ruby>があります。,This building has the latest disaster prevention equipment.
立地,りっち,Location,この<ruby>店<rt>みせ</rt></ruby>は<ruby>立地<rt>りっち</rt></ruby>が<ruby>良<rt>よ</rt></ruby>いです。,This store has a good location.
交通の便,こうつうのべん,Transportation accessibility,<ruby>交通<rt>こうつう</rt></ruby>の<ruby>便<rt>べん</rt></ruby>が<ruby>良<rt>よ</rt></ruby>い<ruby>場所<rt>ばしょ</rt></ruby>に<ruby>住<rt>す</rt></ruby>みたいです。,I want to live in a place with good transportation accessibility.
風通し,かぜとおし,Ventilation,この<ruby>部屋<rt>へや</rt></ruby>は<ruby>風通<rt>かぜどお</rt></ruby>しが<ruby>良<rt>よ</rt></ruby>いです。,This room has good ventilation.
眺望,ちょうぼう,View (from a property),バルコニーからの<ruby>眺望<rt>ちょうぼう</rt></ruby>が<ruby>素晴<rt>すば</rt></ruby>らしいです。,The view from the balcony is wonderful.
契約更新,けいやくこうしん,Contract renewal,<ruby>契約更新<rt>けいやくこうしん</rt></ruby>の<ruby>手続<rt>てつづ</rt></ruby>きをしました。,I completed the contract renewal process.
収益物件,しゅうえきぶっけん,Investment property,<ruby>収益物件<rt>しゅうえきぶっけん</rt></ruby>としてこのビルを<ruby>購入<rt>こうにゅう</rt></ruby>しました。,I purchased this building as an investment property.
賃料,ちんりょう,Rental fee,<ruby>賃料<rt>ちんりょう</rt></ruby>は<ruby>毎月末<rt>まいつきまつ</rt></ruby>に<ruby>支払<rt>しはら</rt></ruby>います。,The rental fee is paid at the end of each month.
土地所有者,とちしょゆうしゃ,Landowner,<ruby>土地所有者<rt>とちしょゆうしゃ</rt></ruby>は、<ruby>地域開発<rt>ちいきかいはつ</rt></ruby>に<ruby>積極的<rt>せっきょくてき</rt></ruby>に<ruby>参加<rt>さんか</rt></ruby>し、<ruby>街<rt>まち</rt></ruby>の<ruby>景観<rt>けいかん</rt></ruby>を<ruby>向上<rt>こうじょう</rt></ruby>させています。,"The landowners are actively participating in local development, enhancing the town's landscape."
家主,やぬし,Homeowner/landlord,<ruby>家主<rt>やぬし</rt></ruby>が<ruby>修理<rt>しゅうり</rt></ruby>を<ruby>手配<rt>てはい</rt></ruby>してくれました。,The landlord arranged for repairs.
短期賃貸,たんきちんたい,Short-term rental,<ruby>短期賃貸<rt>たんきちんたい</rt></ruby>の<ruby>物件<rt>ぶっけん</rt></ruby>を<ruby>探<rt>さが</rt></ruby>しています。,I am looking for a short-term rental property.
長期賃貸,ちょうきちんたい,Long-term rental,このアパートは<ruby>長期賃貸<rt>ちょうきちんたい</rt></ruby>が<ruby>可能<rt>かのう</rt></ruby>です。,This apartment is available for long-term rental.
下見,したみ,Preliminary inspection/site visit,<ruby>物件<rt>ぶっけん</rt></ruby>の<ruby>下見<rt>げけん</rt></ruby>に<ruby>行<rt>い</rt></ruby>きました。,I went for a preliminary inspection of the property.
賃貸住宅,ちんたいじゅうたく,Rental housing,この<ruby>賃貸住宅<rt>ちんたいじゅうたく</rt></ruby>は、<ruby>駅<rt>えき</rt></ruby>から<ruby>徒歩<rt>とほ</rt></ruby>5<ruby>分<rt>ふん</rt></ruby>という<ruby>好立地<rt>こうりっち</rt></ruby>で、<ruby>若者<rt>わかもの</rt></ruby>や<ruby>単身者<rt>たんしんしゃ</rt></ruby>に<ruby>大人気<rt>だいにんき</rt></ruby>です。,"This rental housing, located just a 5-minute walk from the station, is very popular among young people and singles."
賃貸物件,ちんたいぶっけん,Rental property,この<ruby>賃貸物件<rt>ちんたいぶっけん</rt></ruby>は、<ruby>最新<rt>さいしん</rt></ruby>の<ruby>設備<rt>せつび</rt></ruby>が<ruby>揃<rt>そろ</rt></ruby>っていて、ペット<ruby>可<rt>か</rt></ruby>という<ruby>条件<rt>じょうけん</rt></ruby>も<ruby>魅力<rt>みりょく</rt></ruby>です。,"This rental property is equipped with the latest amenities, and the pet-friendly condition is also appealing."
居住用,きょじゅうよう,Residential use,このビルの<ruby>一階<rt>いっかい</rt></ruby>は<ruby>商業用<rt>しょうぎょうよう</rt></ruby>で、<ruby>上階<rt>じょうかい</rt></ruby>は<ruby>居住用<rt>きょじゅうよう</rt></ruby>に<ruby>使<rt>つか</rt></ruby>われています。,"The first floor of this building is for commercial use, while the upper floors are for residential use."
事務所,じむしょ,Office,<ruby>新<rt>あたら</rt></ruby>しい<ruby>事務所<rt>じむしょ</rt></ruby>に<ruby>移転<rt>いてん</rt></ruby>しました。,We moved to a new office.
店舗,てんぽ,Store/shop,<ruby>店舗<rt>てんぽ</rt></ruby>の<ruby>内装<rt>ないそう</rt></ruby>を<ruby>改装<rt>かいそう</rt></ruby>しました。,We renovated the store's interior.
倉庫,そうこ,Warehouse,<ruby>商品<rt>しょうひん</rt></ruby>は<ruby>倉庫<rt>そうこ</rt></ruby>に<ruby>保管<rt>ほかん</rt></ruby>されています。,The products are stored in the warehouse.
警備員,けいびいん,Security guard,<ruby>警備員<rt>けいびいん</rt></ruby>が<ruby>24時間<rt>にじゅうよじかん</rt></ruby><ruby>体制<rt>たいせい</rt></ruby>で<ruby>巡回<rt>じゅんかい</rt></ruby>しています。,The security guard patrols round the clock.
水道代,すいどうだい,Water bill,<ruby>水道代<rt>すいどうだい</rt></ruby>が<ruby>先月<rt>せんげつ</rt></ruby>より<ruby>高<rt>たか</rt></ruby>くなりました。,The water bill increased compared to last month.
電気代,でんきだい,Electricity bill,<ruby>電気代<rt>でんきだい</rt></ruby>を<ruby>節約<rt>せつやく</rt></ruby>する<ruby>方法<rt>ほうほう</rt></ruby>を<ruby>考<rt>かんが</rt></ruby>えています。,I am thinking of ways to save on the electricity bill.
ガス代,ガスだい,Gas bill,<ruby>冬<rt>ふゆ</rt></ruby>は<ruby>ガス代<rt>がすだい</rt></ruby>が<ruby>高<rt>たか</rt></ruby>くなります。,The gas bill increases in winter.
インターホン,インターホン,Intercom,<ruby>玄関<rt>げんかん</rt></ruby>にインターホンが<ruby>設置<rt>せっち</rt></ruby>されています。,An intercom is installed at the entrance.
エレベーター,エレベーター,Elevator,このビルにはエレベーターがあります。,This building has an elevator.
階段,かいだん,Stairs,<ruby>階段<rt>かいだん</rt></ruby>を<ruby>使<rt>つか</rt></ruby>って<ruby>5階<rt>ごかい</rt></ruby>まで<ruby>上<rt>あ</rt></ruby>がりました。,I used the stairs to go up to the fifth floor.
二重窓,にじゅうまど,Double windows (double-pane or two separate windows),<ruby>冬<rt>ふゆ</rt></ruby>は<ruby>二重窓<rt>にじゅうまど</rt></ruby>が<ruby>暖<rt>あたた</rt></ruby>かいです。,Double windows are warm in winter.
屋上,おくじょう,Rooftop,<ruby>屋上<rt>おくじょう</rt></ruby>からの<ruby>景色<rt>けしき</rt></ruby>が<ruby>素晴<rt>すば</rt></ruby>らしいです。,The view from the rooftop is amazing.
テラス,テラス,Terrace,テラスで<ruby>朝食<rt>ちょうしょく</rt></ruby>を<ruby>楽<rt>たの</rt></ruby>しみました。,I enjoyed breakfast on the terrace.
ロフト,ロフト,Loft,<ruby>部屋<rt>へや</rt></ruby>の<ruby>上<rt>うえ</rt></ruby>にロフトがあります。,There is a loft above the room.
寝室,しんしつ,Bedroom,<ruby>寝室<rt>しんしつ</rt></ruby>には<ruby>大<rt>おお</rt></ruby>きなベッドがあります。,There is a large bed in the bedroom.
居間,いま,Living room,<ruby>居間<rt>いま</rt></ruby>で<ruby>映画<rt>えいが</rt></ruby>を<ruby>見<rt>み</rt></ruby>ました。,I watched a movie in the living room.
食堂,しょくどう,Dining room,<ruby>食堂<rt>しょくどう</rt></ruby>で<ruby>家族<rt>かぞく</rt></ruby>と<ruby>夕食<rt>ゆうしょく</rt></ruby>を<ruby>取<rt>と</rt></ruby>りました。,I had dinner with my family in the dining room.
台所,だいどころ,Kitchen,<ruby>台所<rt>だいどころ</rt></ruby>には<ruby>最新<rt>さいしん</rt></ruby>の<ruby>家電<rt>かでん</rt></ruby>があります。,The kitchen has the latest appliances.
家電,かでん,Home appliance, <ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>新<rt>あたら</rt></ruby>しい<ruby>家電<rt>かでん</rt></ruby>を<ruby>買<rt>か</rt></ruby>うために<ruby>電気屋<rt>でんきや</rt></ruby>に<ruby>行<rt>い</rt></ruby>きました。,She went to the electronics store to buy new appliances.
クローゼット,クローゼット,Closet,クローゼットに<ruby>洋服<rt>ようふく</rt></ruby>を<ruby>収納<rt>しゅうのう</rt></ruby>しました。,I stored my clothes in the closet.
押入れ,おしいれ,Traditional Japanese closet (built into a wall; usually with sliding doors),<ruby>布団<rt>ふとん</rt></ruby>は<ruby>押入<rt>おしい</rt></ruby>れに<ruby>入<rt>い</rt></ruby>れています。,The futon is stored in the closet.
畳,たたみ,Tatami mat,<ruby>和室<rt>わしつ</rt></ruby>には<ruby>畳<rt>たたみ</rt></ruby>が<ruby>敷<rt>し</rt></ruby>かれています。,The Japanese-style room has tatami mats.
和室,わしつ,Japanese-style room,<ruby>和室<rt>わしつ</rt></ruby>で<ruby>お茶<rt>おちゃ</rt></ruby>を<ruby>楽<rt>たの</rt></ruby>しみました。,I enjoyed tea in the Japanese-style room.
洋室,ようしつ,Western-style room,<ruby>洋室<rt>ようしつ</rt></ruby>にはベッドがあります。,The Western-style room has a bed.
水回り,みずまわり,"Wet areas (kitchen, bathroom)",<ruby>水回<rt>みずまわ</rt></ruby>りのリフォームを<ruby>計画<rt>けいかく</rt></ruby>しています。,I am planning a renovation of the wet areas.
リフォーム,リフォーム,Renovation,私たちは<ruby>家<rt>いえ</rt></ruby>をリフォームして、キッチンとバスルームを<ruby>新<rt>あたら</rt></ruby>しくしました。,"We renovated the house, making the kitchen and bathroom new."
照明,しょうめい,Lighting,<ruby>照明<rt>しょうめい</rt></ruby>を<ruby>新<rt>あたら</rt></ruby>しい<ruby>LED<rt>えるいーでぃー</rt></ruby>に<ruby>変<rt>か</rt></ruby>えました。,I changed the lighting to new LEDs.
